Family_No,g_score,gf_score,gc_score,g_score_family,gf_score_family,gc_score_family,Age,Gender,Handedness,FD_mean,Spikes_mean
215,-0.394207548921585,0.148149325901918,0.129417854493504,-0.203450515266494,0.0341580440627651,-0.194287749702319,24,1,85,0.0820791386163785,3.27777777777778
192,0.377119197055121,-0.592142033195855,1.02151659108263,-0.201258502121403,-0.959417969480139,0.433925718992759,26,1,-30,0.0703566612304659,12.6666666666667
192,-0.802299383514382,-1.58686426359084,-0.0656558879379473,-0.201258502121403,-0.959417969480139,0.433925718992759,25,0,95,0.103016045463532,2.22222222222222
192,-0.178595319904949,-0.699247611653723,0.345916453833594,-0.201258502121403,-0.959417969480139,0.433925718992759,26,0,95,0.0892619508950243,0.444444444444444
247,-0.552246629108162,-1.14523847484098,-0.37609151148044,-0.199099672586625,-0.0651088134204301,-0.405643814114067,23,1,50,0.0645167177096893,0.277777777777778
247,0.154047283934912,1.01502084800012,-0.435196116747694,-0.199099672586625,-0.0651088134204301,-0.405643814114067,32,1,50,0.0707073472167451,7.94444444444444
14,-0.55917701791156,-0.825162548008107,-0.635156146705928,-0.198232597756561,-0.481263153393598,-0.14404285981859,25,0,75,0.0781888626573885,0.277777777777778
14,0.162711822398437,-0.13736375877909,0.347070427068748,-0.198232597756561,-0.481263153393598,-0.14404285981859,26,1,70,0.0533483348644189,0.0555555555555555
62,-0.548566101593419,-0.326849000076286,-0.603927890848102,-0.194978396955568,0.0855476775647515,-0.385804752317754,25,1,85,0.0956170474110015,5
62,0.158609307682284,0.497944355205789,-0.167681613787406,-0.194978396955568,0.0855476775647515,-0.385804752317754,32,0,90,0.058237573996498,0.388888888888889
130,-0.331574406804353,0.128167611374828,-0.879547106564944,-0.18725312766968,0.148671394340731,-0.908116545648257,31,1,-60,0.0747719956107983,10.1111111111111
130,-0.0429318485350079,0.169175177306633,-0.936685984731569,-0.18725312766968,0.148671394340731,-0.908116545648257,33,0,-80,0.0647517854333922,6.38888888888889
15,-0.245865241759888,-0.786086145695172,0.908038672446501,-0.186778325116906,-0.77533051287122,0.574805308256922,32,0,100,0.0961927462095721,4.94444444444444
15,-0.127691408473923,-0.764574880047269,0.241571944067343,-0.186778325116906,-0.77533051287122,0.574805308256922,34,0,5,0.105044844112668,0
30,0.05008775219722,-0.727624208151738,0.232369178838474,-0.176567314066814,-0.591147486804545,-0.664055740652443,31,1,100,0.0977973669410749,11.3888888888889
30,-0.403222380330847,-0.454670765457351,-1.56048066014336,-0.176567314066814,-0.591147486804545,-0.664055740652443,22,1,10,0.136826379986434,0.611111111111111
132,-0.169377636385706,0.326190578391385,-0.0604491198395773,-0.169377636385706,0.326190578391385,-0.0604491198395773,22,0,100,0.114947186816215,2.72222222222222
59,-0.647576436386755,-1.2235562433836,0.775443136249608,-0.154957381444882,-0.134710312228526,0.317394113189474,30,0,80,0.0981088505836123,3.5
59,0.774399800545244,1.06975785171079,0.319036847262937,-0.154957381444882,-0.134710312228526,0.317394113189474,22,0,100,0.0600748849175978,1.22222222222222
59,-0.591695508493136,-0.250332545012769,-0.142297643944123,-0.154957381444882,-0.134710312228526,0.317394113189474,28,0,100,0.0585603892549951,51.9444444444444
48,-0.0621001933552343,0.379842048260566,-0.0280194665728973,-0.126710547552724,-0.2888793868003,-0.0640445430808408,24,0,100,0.0706452146664377,1.38888888888889
48,-0.169222414622694,-1.57806397672803,0.142577287928296,-0.126710547552724,-0.2888793868003,-0.0640445430808408,27,1,-40,0.132755915336313,40.1111111111111
48,-0.148809034680245,0.331583768066565,-0.306691450597921,-0.126710547552724,-0.2888793868003,-0.0640445430808408,29,1,75,0.0958540150079289,1.61111111111111
12,0.54730242981213,-0.197115930378711,0.432849353343864,-0.118190363426487,-0.484834497351266,0.573336594629504,28,1,70,0.100443943928939,0.111111111111111
12,-0.43884278028155,-0.285227919325626,0.791820312375966,-0.118190363426487,-0.484834497351266,0.573336594629504,22,0,35,0.0616122076141339,19.1666666666667
12,-0.463030739810042,-0.97215964234946,0.495340118168683,-0.118190363426487,-0.484834497351266,0.573336594629504,25,0,65,0.101439110695067,0.444444444444444
322,-0.302988992169849,-1.05407021848637,0.282970744027279,-0.110465767383967,-0.888580025760237,0.78115519533694,28,1,95,0.0494365173596181,0.111111111111111
322,0.0820574574019151,-0.723089833034103,1.2793396466466,-0.110465767383967,-0.888580025760237,0.78115519533694,33,1,95,0.0718203994189463,3.55555555555556
101,-0.108774696592517,-0.0392247029424534,1.28552827878554,-0.108774696592517,-0.0392247029424534,1.28552827878554,32,0,70,0.132208917048411,9.61111111111111
202,0.594886414537333,0.447093930275593,-0.38798047541898,-0.0948152979046526,0.322587575090177,-0.25356853052227,22,0,60,0.0568772539458613,1.05555555555556
202,0.774145510421909,1.05628957482178,1.44402151328135,-0.0948152979046526,0.322587575090177,-0.25356853052227,30,1,95,0.0579334810141989,7.5
202,-1.6534778186732,-0.535620779826841,-1.81674662942918,-0.0948152979046526,0.322587575090177,-0.25356853052227,30,0,80,0.096734515631927,22.5555555555556
324,-0.0925960323731897,-0.705202340574713,0.260570050207217,-0.0925960323731897,-0.705202340574713,0.260570050207217,25,0,70,0.119046946496523,0.166666666666667
289,-0.004963644646111,-0.990021310030812,0.769910167175365,-0.0810651667173008,-0.203534879643683,0.432782543349513,24,0,100,0.0733093280482426,20.2777777777778
289,-0.824254139717565,-1.15035458917423,0.153377379386286,-0.0810651667173008,-0.203534879643683,0.432782543349513,26,0,80,0.116049897077785,0.5
289,0.0388691677152395,0.501349919359346,0.322584194194126,-0.0810651667173008,-0.203534879643683,0.432782543349513,28,0,95,0.0529547474208551,0.555555555555556
289,-0.224286890540709,0.203551917661917,0.578048789943529,-0.0810651667173008,-0.203534879643683,0.432782543349513,27,1,80,0.106482317484249,14.2222222222222
289,0.609309673602641,0.417799663965364,0.33999218604826,-0.0810651667173008,-0.203534879643683,0.432782543349513,26,1,75,0.0872644542231828,1.66666666666667
343,-0.0698811381776692,-0.421439068470347,0.321283357571569,-0.0698811381776692,-0.421439068470347,0.321283357571569,27,1,55,0.0668176828459879,2.94444444444444
226,0.0104223634500691,0.362084485752638,-0.817037689162219,-0.0657102095881514,0.130461073626193,-0.760979736533631,25,0,80,0.0841989991321353,1.72222222222222
226,-0.141842782626372,-0.101162338500252,-0.704921783905044,-0.0657102095881514,0.130461073626193,-0.760979736533631,28,0,45,0.105324854522109,22.6666666666667
246,-0.0649232507505611,0.284494843503637,-0.300919845813401,-0.0649232507505611,0.284494843503637,-0.300919845813401,31,1,45,0.0730132428153815,25.2222222222222
221,-0.559236413112923,-0.833119644057033,0.290613106294704,-0.0631962678618039,-0.163647332852312,0.446301841824684,31,0,100,0.0717700281934917,0.166666666666667
221,0.432843877389315,0.505824978352409,0.601990577354665,-0.0631962678618039,-0.163647332852312,0.446301841824684,30,0,80,0.125146598371644,0.722222222222222
1,-0.602740721533234,0.0862012938402659,-0.73085605230962,-0.0532439615062816,0.175124063018966,-0.124600457034485,29,0,95,0.0650027812330294,0.666666666666667
1,0.739267920815115,0.467149176812946,0.882544851083881,-0.0532439615062816,0.175124063018966,-0.124600457034485,22,0,-90,0.0548060282410052,0.333333333333333
1,-0.296259083800726,-0.0279782815963132,-0.525490169877715,-0.0532439615062816,0.175124063018966,-0.124600457034485,32,0,100,0.0704745246162874,27.8888888888889
73,0.852308973307923,-0.203765531894014,0.605127866916501,-0.0529054086712225,0.095347991607873,-0.25296983658744,30,1,75,0.120089416212104,0.5
73,-0.958119790650368,0.39446151510976,-1.11106754009138,-0.0529054086712225,0.095347991607873,-0.25296983658744,32,0,80,0.0896444056157422,2.16666666666667
176,-1.06017511503781,-1.12450595461923,-0.0052357195213783,-0.0503143074763333,0.111059468295225,0.297000447466794,25,1,80,0.0922317038672735,0.166666666666667
176,0.574529543661634,0.709403701372188,0.696671228319021,-0.0503143074763333,0.111059468295225,0.297000447466794,27,0,100,0.0788068512404987,0.888888888888889
176,0.334702648947176,0.748280658132717,0.19956583360274,-0.0503143074763333,0.111059468295225,0.297000447466794,32,1,-5,0.110079475129478,2.5
99,-0.0461770305844417,-0.232219098540384,0.206151488917917,-0.0461770305844417,-0.232219098540384,0.206151488917917,27,1,-90,0.0811631569929757,1.88888888888889
278,0.480750197404098,0.885322978505626,-0.768746904362888,-0.0311381595676334,0.0798872629716455,-0.55576411343106,31,0,100,0.105401764434592,9.5
278,-0.543026516539365,-0.725548452562335,-0.342781322499232,-0.0311381595676334,0.0798872629716455,-0.55576411343106,24,0,75,0.0924171721354312,7.66666666666667
321,0.0408679412867936,0.922237291407479,-0.491650496570767,-0.0309233430547121,0.09503788288537,-0.159888071370792,32,0,80,0.0619743317153426,2.61111111111111
321,-0.102714627396218,-0.732161525636739,0.171874353829183,-0.0309233430547121,0.09503788288537,-0.159888071370792,30,1,-85,0.079421865330962,33.0555555555556
178,-0.219374822586118,-0.0178864073713199,0.132369090706725,-0.0257915541520485,0.090748322217914,-0.00341858522369649,35,0,60,0.0742417223726148,1.88888888888889
178,0.167791714282021,0.199383051807148,-0.139206261154118,-0.0257915541520485,0.090748322217914,-0.00341858522369649,30,0,-100,0.0793682650331248,1.05555555555556
172,-0.0191029753817843,0.510402697917509,-0.862288627721348,-0.0191029753817843,0.510402697917509,-0.862288627721348,24,0,100,0.076433099698651,10.0555555555556
114,1.13118664833641,0.712676992184509,0.655875982567023,-0.0064752650626449,-0.227790986712956,-0.1645432073053,28,0,100,0.0696566595437119,0.388888888888889
114,-1.1441371784617,-1.16825896561042,-0.984962397177622,-0.0064752650626449,-0.227790986712956,-0.1645432073053,27,0,100,0.0786742421858281,2.66666666666667
154,0.205823213493371,0.630928754453582,0.0874863421309245,0.0037494198342762,0.460697683182078,0.170412142534092,28,0,75,0.0674509664420267,0.833333333333333
154,-0.381395399073595,0.439135675698388,-0.0460089136726368,0.0037494198342762,0.460697683182078,0.170412142534092,32,0,80,0.0550587606631559,0.777777777777778
154,-0.106999871316761,-0.016529219611175,0.246623107211467,0.0037494198342762,0.460697683182078,0.170412142534092,23,1,80,0.123999502244932,8.88888888888889
154,0.29756973623409,0.789255522187516,0.393548034466614,0.0037494198342762,0.460697683182078,0.170412142534092,26,1,-55,0.107483099752644,3.22222222222222
308,0.148309181759597,-0.38034233234086,-0.565615938139134,0.0074645154354009,-0.475311291796581,-0.0852678530118425,33,0,100,0.0890003645518771,3.16666666666667
308,-0.133380150888795,-0.570280251252303,0.395080232115449,0.0074645154354009,-0.475311291796581,-0.0852678530118425,27,0,80,0.0839704546302473,3.33333333333333
52,-0.157922871491368,-0.49420754217054,-0.0572190716841815,0.0103458595222825,0.0815802450930475,-0.359182948763968,24,0,90,0.130715356943255,0.611111111111111
52,0.178614590535933,0.657368032356635,-0.661146825843755,0.0103458595222825,0.0815802450930475,-0.359182948763968,30,0,80,0.0620747000252455,9.38888888888889
284,0.144282098499376,-0.182505284060859,-0.371669027990543,0.0138992525638975,-0.225909058921283,-0.260291223611235,35,1,85,0.122832470218446,0.944444444444444
284,-0.116483593371581,-0.269312833781707,-0.148913419231926,0.0138992525638975,-0.225909058921283,-0.260291223611235,22,0,100,0.0845688920281599,0.611111111111111
74,-0.0029757601146026,-0.356021870773534,-0.860430472069422,0.0224900757606987,-0.291947625344625,-0.496049968058011,31,1,95,0.061788305789669,0.111111111111111
74,0.0479559116360002,-0.227873379915716,-0.1316694640466,0.0224900757606987,-0.291947625344625,-0.496049968058011,31,1,85,0.076715128447492,4.5
146,0.0245833915207327,-0.0938157778921567,-0.123006698312021,0.0245833915207327,-0.0938157778921567,-0.123006698312021,30,0,70,0.078835560918825,2.94444444444444
320,0.0310279626987734,-0.47559194533142,0.642977141807086,0.0310279626987734,-0.47559194533142,0.642977141807086,26,0,80,0.0727507077543556,2.66666666666667
222,0.131060721542139,0.658026345849082,0.125248373916813,0.0322147770607865,0.205464790175434,-0.0481794353061725,22,0,100,0.0649008878166876,9.66666666666667
222,-0.0666311674205659,-0.247096765498214,-0.221607244529158,0.0322147770607865,0.205464790175434,-0.0481794353061725,26,0,40,0.0849935789306698,0.333333333333333
156,0.295275889376374,0.339470988393602,0.133086662429537,0.0533632519154418,0.070332713009025,0.132808272287674,26,1,-75,0.0642382729968216,33
156,0.0827316467571066,-0.423402483355897,0.725024703027368,0.0533632519154418,0.070332713009025,0.132808272287674,31,1,70,0.0879964232011375,4.88888888888889
156,-0.217917780387155,0.29492963398937,-0.459686548593882,0.0533632519154418,0.070332713009025,0.132808272287674,29,1,70,0.0817725210337202,6.22222222222222
231,0.823346720130581,-0.508047651375973,0.746625155607312,0.0573771146005183,-0.526818764766047,0.18552957436901,22,1,50,0.100548069699862,14.4444444444444
231,-0.29590256816547,-0.89163894357132,0.188057658384097,0.0573771146005183,-0.526818764766047,0.18552957436901,34,0,80,0.102721857859877,2.72222222222222
231,-0.355312808163556,-0.180769699350847,-0.378094090884379,0.0573771146005183,-0.526818764766047,0.18552957436901,27,0,100,0.0657837565887305,9.22222222222222
281,0.0579674637503274,-0.434254817105901,-0.526649265383437,0.0579674637503274,-0.434254817105901,-0.526649265383437,31,1,85,0.0743053522228656,7.44444444444444
317,0.579386988042992,0.294200084734071,0.799552276064399,0.06684090727662,0.111429119500764,0.705322754102592,31,1,75,0.0663910561688041,7.33333333333333
317,-0.445705173489752,-0.0713418457325423,0.611093232140785,0.06684090727662,0.111429119500764,0.705322754102592,28,0,100,0.0966197885646428,1.61111111111111
195,0.143810601597285,-0.784411903869097,0.796948333043344,0.068040013976176,-0.137298883145071,0.593082036040287,22,0,95,0.0660611324525331,18.6111111111111
195,-0.284765079558683,0.36623866671083,0.24991594200332,0.068040013976176,-0.137298883145071,0.593082036040287,32,0,80,0.136122980908794,8.33333333333333
195,0.345074519889926,0.0062765877230547,0.732381833074196,0.068040013976176,-0.137298883145071,0.593082036040287,27,0,80,0.0638671313384795,6.44444444444444
364,-0.658869748225865,-0.265797316497673,-0.027210858579818,0.068657948827851,-0.163811600959497,0.484830456780832,32,1,80,0.0927991339872252,3.44444444444444
364,0.796185645881567,-0.0618258854213201,0.996871772141482,0.068657948827851,-0.163811600959497,0.484830456780832,31,1,80,0.0626669138653907,1.05555555555556
122,-0.63874310119893,-0.493441334382766,-1.2097097941568,0.090435672379846,0.054531639532775,-0.379043975302897,30,1,100,0.112610315107274,3.61111111111111
122,0.819614445958622,0.602504613448316,0.451621843551006,0.090435672379846,0.054531639532775,-0.379043975302897,23,1,-40,0.0826473971715608,0.666666666666667
152,0.129636086838184,0.283311657372209,0.0905235819646988,0.0928334933456893,0.182648919593448,0.112424550516072,23,1,65,0.0809856127457266,1.88888888888889
152,-0.138668954485503,0.0124127055051582,-0.757984651271832,0.0928334933456893,0.182648919593448,0.112424550516072,31,1,95,0.0710866000817575,1.11111111111111
152,0.287533347684387,0.252222395902977,1.00473472085535,0.0928334933456893,0.182648919593448,0.112424550516072,32,1,85,0.0681417127814631,2.38888888888889
144,0.0632272726691867,0.0891256491672159,-0.503389785812056,0.121759623751932,-0.0202144689280649,0.315636066277518,27,1,80,0.0861570138380198,0.166666666666667
144,-0.177519826755972,-0.0755669456911782,0.492352229417228,0.121759623751932,-0.0202144689280649,0.315636066277518,31,1,100,0.0985561045293159,1.05555555555556
144,0.47957142534258,-0.0742021102602324,0.957945755227381,0.121759623751932,-0.0202144689280649,0.315636066277518,34,1,85,0.0718675220231303,0.111111111111111
344,0.122450711671488,0.138449619661892,-0.668910118999308,0.122450711671488,0.138449619661892,-0.668910118999308,27,0,85,0.0991438671738685,17.9444444444444
256,-0.0119290777098422,-0.654316729101844,0.491692706109404,0.130353716155111,-0.332565768333783,0.661584553561409,32,0,70,0.053698836269103,2.83333333333333
256,0.272636510020064,-0.0108148075657216,0.831476401013414,0.130353716155111,-0.332565768333783,0.661584553561409,22,0,70,0.0560746448690238,16.2777777777778
85,-0.639921533103766,-1.2700131230451,-1.06402600598629,0.136290450022638,-0.325864987526835,-0.518442814437932,25,1,100,0.124907473606888,2.22222222222222
85,0.461434573151263,0.447864202171717,-0.59722654837775,0.136290450022638,-0.325864987526835,-0.518442814437932,28,1,90,0.0523226418455738,3.16666666666667
85,0.587358310020418,-0.155446041707121,0.105924111050245,0.136290450022638,-0.325864987526835,-0.518442814437932,25,0,100,0.109226358996748,3.61111111111111
201,0.125603407137107,0.252391487755606,-0.686470360052574,0.149885164823912,0.182294059052983,-0.288119945108553,35,1,80,0.0573814714902376,5.27777777777778
201,0.498093344538123,-0.19913738784041,0.255024795349098,0.149885164823912,0.182294059052983,-0.288119945108553,34,1,95,0.0608036123931555,3.88888888888889
201,-0.174041257203493,0.493628077243752,-0.432914270622183,0.149885164823912,0.182294059052983,-0.288119945108553,32,1,100,0.0670107483181381,6.55555555555556
93,-0.33580932270472,-0.53812289485855,-0.54507095731022,0.163346890675322,0.0663506432122377,0.189882393097284,25,0,100,0.0716809421753667,0.166666666666667
93,1.20222729778025,0.957627647223805,0.934596061757723,0.163346890675322,0.0663506432122377,0.189882393097284,33,1,90,0.085958626352831,0.944444444444444
93,-0.376377303049563,-0.220452822728542,0.180122074844348,0.163346890675322,0.0663506432122377,0.189882393097284,23,0,100,0.0688558904448162,8.05555555555556
267,0.923214572604047,0.426366309414802,0.804143261788231,0.168987827161618,-0.00825629132610398,0.296290875825732,24,0,50,0.0888425249190893,9.83333333333333
267,-0.585238918280811,-0.44287889206701,-0.211561510136767,0.168987827161618,-0.00825629132610398,0.296290875825732,23,0,100,0.0795660400005964,0.944444444444444
285,0.410382385964499,-0.0152701825064606,-0.0972404164432373,0.182611015112118,0.0327105350691372,-0.216824380115568,29,0,90,0.0542907157761296,7.88888888888889
285,-0.0451603557402618,0.080691252644735,-0.336408343787898,0.182611015112118,0.0327105350691372,-0.216824380115568,29,0,95,0.0538506150800444,0
118,-0.165104889460013,0.492371340646455,-0.381634582020581,0.186098671846044,0.528091219487371,-0.215521478539467,31,0,100,0.0784540210278074,2
118,0.5373022331521,0.563811098328288,-0.0494083750583522,0.186098671846044,0.528091219487371,-0.215521478539467,31,1,45,0.0639155690021396,11.3333333333333
5,-0.237641334909828,-0.754271881799473,-0.103492687667303,0.197489450694388,-0.0441637116638514,0.446172402266014,27,1,45,0.0545381503977782,34.6666666666667
5,-0.0432365520326532,-0.0686691960141752,-0.0196017219390899,0.197489450694388,-0.0441637116638514,0.446172402266014,27,1,90,0.084122718517179,3.11111111111111
5,0.763158362763577,-0.334956360937922,1.6465971471926,0.197489450694388,-0.0441637116638514,0.446172402266014,33,1,100,0.0600462421297741,1.44444444444444
5,0.693199578053352,0.839828943613645,0.700149590496659,0.197489450694388,-0.0441637116638514,0.446172402266014,26,1,-10,0.0631430772737597,0.222222222222222
5,-0.188032800402506,0.0972499368186685,0.007209683247204,0.197489450694388,-0.0441637116638514,0.446172402266014,35,1,100,0.0512617860966694,1.38888888888889
180,-0.836336718091941,0.466470498611391,-0.145322105955666,0.199242448562933,0.635156471027946,-0.0820602521215767,27,1,100,0.0706959705090491,1.94444444444444
180,0.226579059414514,0.122865089103538,-0.639997289187204,0.199242448562933,0.635156471027946,-0.0820602521215767,25,1,80,0.146109122433418,0.166666666666667
180,0.945234267811421,1.1041715250703,0.923805723843987,0.199242448562933,0.635156471027946,-0.0820602521215767,27,1,75,0.099794451334654,2.66666666666667
180,0.461493185117739,0.847118771326557,-0.466727337187424,0.199242448562933,0.635156471027946,-0.0820602521215767,27,1,100,0.0915173062059198,2.55555555555556
238,0.199814530662161,0.40769097505117,0.397798794806945,0.199814530662161,0.40769097505117,0.397798794806945,35,0,-35,0.070359522467487,4.16666666666667
158,-0.314801793173372,0.0946966070378127,0.489155666410844,0.203462106148093,0.909774980743466,0.342782391379209,32,0,-95,0.0663058850046804,0.333333333333333
158,0.721726005469558,1.72485335444912,0.196409116347574,0.203462106148093,0.909774980743466,0.342782391379209,30,0,80,0.0697180629381421,4
97,0.185952983265667,0.594827273456158,1.51309644891748,0.224652635610507,0.0354992310765054,1.12106843078327,32,0,80,0.104430379682068,59.2777777777778
97,0.19861599909847,-0.418500417491243,0.124847427792844,0.224652635610507,0.0354992310765054,1.12106843078327,30,0,80,0.132665797208284,5.22222222222222
97,0.289388924467385,-0.0698291627353989,1.72526141563948,0.224652635610507,0.0354992310765054,1.12106843078327,30,0,45,0.0732641475117856,15.6666666666667
336,0.811276368063374,0.701585281355074,0.312164667902128,0.234177415321481,0.665927519511895,0.548308086930129,24,1,95,0.0939730594576928,12.9444444444444
336,-0.342921537420412,0.630269757668716,0.78445150595813,0.234177415321481,0.665927519511895,0.548308086930129,24,1,85,0.078759832074873,4.55555555555556
76,-0.0810800346938052,-0.548079826204845,-0.108060674693562,0.242508227390914,-0.381247043219246,0.260220184084381,35,0,60,0.0744808815213457,17.3888888888889
76,0.566096489475634,-0.214414260233647,0.628501042862323,0.242508227390914,-0.381247043219246,0.260220184084381,30,0,65,0.07725985836437,3.16666666666667
107,0.725958565249517,0.349156915144976,1.4307589996457,0.242603974995319,-0.294843895290024,0.837467180197549,31,0,65,0.0904235119176381,0.833333333333333
107,-0.44685810678614,-0.759753516391533,-0.359766126152813,0.242603974995319,-0.294843895290024,0.837467180197549,25,0,90,0.109989688261001,2.16666666666667
107,0.44871146652258,-0.473935084623516,1.44140866709976,0.242603974995319,-0.294843895290024,0.837467180197549,25,1,60,0.0814791319007185,0.666666666666667
368,0.243389482815717,0.912086644837051,-0.475601169492741,0.243389482815717,0.912086644837051,-0.475601169492741,25,1,50,0.0738589881235936,7
331,0.339246821625877,0.735336110770143,-0.3520922644898,0.254843482869858,0.385626673268215,0.347696691000507,26,1,95,0.0652639021945223,8.77777777777778
331,0.255563268628829,0.439141105430931,0.566167624718915,0.254843482869858,0.385626673268215,0.347696691000507,34,1,95,0.118352251349411,19.7777777777778
331,0.169720358354867,-0.0175971963964282,0.829014712772406,0.254843482869858,0.385626673268215,0.347696691000507,32,1,50,0.0632584034106164,1.11111111111111
358,0.255407278586252,-0.37108871811522,-0.243303066208964,0.255407278586252,-0.37108871811522,-0.243303066208964,34,1,100,0.0660381778347617,9.83333333333333
193,0.144205676197195,-0.142025257232798,-0.51255235742208,0.276441479041653,0.117481539289456,-0.176641742037568,26,0,85,0.0856087171271409,6.38888888888889
193,0.408677281886111,0.376988335811711,0.159268873346945,0.276441479041653,0.117481539289456,-0.176641742037568,30,1,-70,0.0776902026989826,0.722222222222222
150,0.378775760757988,0.0538974559195634,0.0352538327924452,0.277277657489215,0.0240943832188256,0.145143077896936,23,1,90,0.0576111570228921,0.944444444444444
150,-0.161094883754251,0.105128544780333,0.0119901275433106,0.277277657489215,0.0240943832188256,0.145143077896936,33,1,85,0.0628220183542749,6.22222222222222
150,0.614152095463907,-0.0867428510434195,0.388185273355053,0.277277657489215,0.0240943832188256,0.145143077896936,30,0,70,0.0742699759425642,0.722222222222222
13,0.258626091350577,-0.635588799315012,0.87503668036596,0.285305162130628,0.0123397103973544,0.526215478888056,34,1,45,0.0935124792095797,0.0555555555555555
13,0.117157447734158,-0.0136066940732299,0.198962585171218,0.285305162130628,0.0123397103973544,0.526215478888056,27,0,100,0.0768702255050057,3.16666666666667
13,0.48013194730715,0.686214624580305,0.504647171126991,0.285305162130628,0.0123397103973544,0.526215478888056,31,0,85,0.0845395702839875,0.111111111111111
273,0.567204377159978,0.802055808761669,0.857314348184982,0.291896235553897,0.533992218246851,0.733267917327139,28,1,95,0.0602071017838315,1.27777777777778
273,0.0165880939478166,0.265928627732033,0.609221486469297,0.291896235553897,0.533992218246851,0.733267917327139,33,0,80,0.0875324227646992,0.111111111111111
127,-0.42229430014838,-0.346703777699111,-0.351698684642595,0.29307021765903,0.007100875358864,0.356577862510737,30,0,100,0.0837485771019397,1.33333333333333
127,1.00843473546644,0.360905528416839,1.06485440966407,0.29307021765903,0.007100875358864,0.356577862510737,33,1,95,0.069273870932322,5.5
380,0.166745121105135,0.521709523103828,-0.467552380536419,0.303725220277464,0.631846287074844,-0.323858716060503,30,1,70,0.0700514650979257,1.27777777777778
380,0.440705319449793,0.741983051045861,-0.180165051584586,0.303725220277464,0.631846287074844,-0.323858716060503,34,0,80,0.0707168190637124,7.61111111111111
328,0.306785892918264,-0.025165829601592,1.01225664213304,0.306785892918264,-0.025165829601592,1.01225664213304,31,1,60,0.123083590038405,4.38888888888889
117,0.132307736068604,-0.0459297252190883,-0.271017339866702,0.316393173551122,-0.253524033409329,0.132116414621541,32,0,95,0.0532372333279077,7.05555555555556
117,0.500478611033639,-0.46111834159957,0.535250169109785,0.316393173551122,-0.253524033409329,0.132116414621541,32,0,75,0.0617195088668645,2.16666666666667
162,0.343190116288956,0.510294368417872,-0.53184388664329,0.339383738625501,0.293596773967663,-0.301650971530348,27,0,90,0.0612109836659973,6.66666666666667
162,0.335577360962047,0.0768991795174544,-0.0714580564174068,0.339383738625501,0.293596773967663,-0.301650971530348,25,0,70,0.102578219439586,0.111111111111111
143,0.354630552409229,-0.190813051543122,0.48471729113087,0.354630552409229,-0.190813051543122,0.48471729113087,28,1,90,0.0734199071552027,16.1111111111111
381,0.164508517995121,-0.00557251840248,0.454613066504737,0.355082524082297,-0.199616748014173,1.09152400470657,25,0,55,0.0595873899636049,39.3888888888889
381,0.545656530169473,-0.393660977625865,1.7284349429084,0.355082524082297,-0.199616748014173,1.09152400470657,24,0,100,0.0637127173386787,0.111111111111111
220,0.44482158695024,0.530681032922333,-0.275882230352222,0.356539494764708,0.4224706021811,-0.230569120685302,35,0,60,0.0624543254729286,3.94444444444444
220,0.266789373269631,-0.031173410191677,0.0661602595097968,0.356539494764708,0.4224706021811,-0.230569120685302,33,1,90,0.0967076967066316,20.5555555555556
220,0.358007524074254,0.767904183812644,-0.481985391213482,0.356539494764708,0.4224706021811,-0.230569120685302,23,0,100,0.0781147435720487,0.888888888888889
241,-0.0982209382511814,-0.925476174327009,0.562365339649121,0.368556469099142,0.0448145426528405,0.783996522874266,22,1,100,0.0901360754989838,0.666666666666667
241,0.835333876449466,1.01510525963269,1.00562770609941,0.368556469099142,0.0448145426528405,0.783996522874266,31,0,100,0.0583950936877717,0.0555555555555555
290,0.591347996307682,0.937270892637404,-0.261373875432895,0.369392548978271,0.953044193179627,-0.36886886897657,32,1,-20,0.0833381392629932,6.72222222222222
290,0.147437101648861,0.968817493721849,-0.476363862520246,0.369392548978271,0.953044193179627,-0.36886886897657,35,1,75,0.0716366290283789,0.5
140,0.198503158655918,-0.119627338945388,0.214817316006374,0.371217619824916,-0.0880267393640914,0.428792457383695,33,1,80,0.0766453526280003,0.277777777777778
140,0.543932080993914,-0.0564261397827949,0.642767598761017,0.371217619824916,-0.0880267393640914,0.428792457383695,32,1,80,0.0781961930115645,0.611111111111111
244,0.579530604599551,0.97736262853976,-0.521330976053407,0.37405493020562,0.471632475501708,-0.0736232117941291,28,1,90,0.0707513200413737,0.333333333333333
244,0.295178468734268,-0.0852973711419105,0.0947625290085916,0.37405493020562,0.471632475501708,-0.0736232117941291,28,1,65,0.0973700043180762,3.05555555555556
244,0.247455717283042,0.522832169107273,0.205698811662428,0.37405493020562,0.471632475501708,-0.0736232117941291,26,1,60,0.145923267433829,0
301,0.250796122146117,0.371858112562234,-0.0991300714577426,0.377238299192582,0.0737280626648345,0.344730387220021,28,1,55,0.11053880778053,10.5
301,0.0726825616971495,-0.212548308108435,0.477638827747995,0.377238299192582,0.0737280626648345,0.344730387220021,22,0,90,0.100819275575125,37.1111111111111
301,0.186135995378994,-0.263450507534816,0.311006293024978,0.377238299192582,0.0737280626648345,0.344730387220021,22,0,65,0.0857493244237937,17.5
301,0.999338517548069,0.399052953740355,0.689406499564852,0.377238299192582,0.0737280626648345,0.344730387220021,25,0,90,0.0730712766403994,15
